,CustomerID,ProdTaken,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome_median,DurationOfPitch_mean,Age_mean
2086,202086,0,Self Enquiry,3,Small Business,Female,3,3.0,Super Deluxe,3.0,Married,3.0,0,3,1,1.0,AVP,31307.0,32.0,51.0
2087,202087,0,Self Enquiry,1,Small Business,Male,2,3.0,Deluxe,4.0,Single,1.0,0,1,1,1.0,Manager,20933.0,10.0,44.0
2088,202088,0,Self Enquiry,1,Small Business,Male,3,1.0,Basic,5.0,Single,1.0,0,1,0,1.0,Executive,18424.0,8.0,33.08590047393365
2089,202089,0,Self Enquiry,3,Small Business,Male,2,1.0,Deluxe,5.0,Married,2.0,0,4,0,1.0,Manager,22347.0,6.0,37.43459657701712
2090,202090,0,Self Enquiry,1,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,4,0,1.0,Executive,17559.0,33.0,35.0
2091,202091,0,Self Enquiry,3,Salaried,Male,2,3.0,Deluxe,3.0,Married,2.0,1,3,1,1.0,Manager,21201.0,6.0,36.0
2093,202093,0,Company Invited,1,Salaried,Male,3,4.0,Basic,3.0,Married,1.0,0,5,0,0.0,Executive,22347.0,11.0,33.08590047393365
2094,202094,0,Self Enquiry,3,Small Business,Female,3,4.0,Standard,3.0,Married,1.0,1,1,0,1.0,Senior Manager,25934.0,13.0,53.0
2095,202095,0,Self Enquiry,3,Small Business,Male,3,3.0,Standard,5.0,Married,5.0,1,1,0,0.0,Senior Manager,25761.0,15.0,45.0
2096,202096,0,Self Enquiry,1,Small Business,Female,3,1.0,Deluxe,3.0,Married,6.0,0,3,1,2.0,Manager,20175.0,14.0,32.0
2097,202097,0,Company Invited,1,Small Business,Female,2,4.0,Super Deluxe,3.0,Married,4.0,0,5,0,1.0,AVP,28826.0,31.0,52.0
2098,202098,0,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,3.0,Married,5.0,0,5,1,0.0,Manager,21334.0,22.0,37.0
2099,202099,0,Self Enquiry,2,Small Business,Male,3,0.0,Basic,3.0,Married,2.0,0,1,1,0.0,Executive,19936.0,14.0,28.0
2100,202100,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Married,7.0,0,1,1,1.0,Manager,19775.0,15.935839274141284,22.0
2101,202101,0,Self Enquiry,1,Salaried,Male,3,1.0,Basic,3.0,Married,3.0,1,3,1,0.0,Executive,17818.0,14.0,44.0
2102,202102,0,Company Invited,1,Small Business,Male,2,3.0,Basic,3.0,Single,6.0,1,1,1,1.0,Executive,17515.0,8.0,42.0
2103,202103,0,Self Enquiry,2,Salaried,Male,3,4.0,Basic,5.0,Married,1.0,0,1,0,1.0,Executive,17342.0,14.0,36.0
2104,202104,0,Self Enquiry,3,Salaried,Male,3,3.0,Deluxe,5.0,Married,2.0,1,4,0,2.0,Manager,22347.0,9.0,37.43459657701712
2105,202105,0,Self Enquiry,1,Salaried,Female,3,4.0,Standard,3.0,Married,2.0,1,4,1,2.0,Senior Manager,25685.0,15.0,35.0
2106,202106,1,Company Invited,1,Salaried,Female,3,3.0,Basic,4.0,Married,2.0,1,3,1,1.0,Executive,17022.0,31.0,35.0
2107,202107,0,Company Invited,1,Salaried,Male,3,3.0,Basic,3.0,Married,1.0,0,5,1,0.0,Executive,17314.0,6.0,32.0
2108,202108,0,Self Enquiry,3,Small Business,Male,2,4.0,Deluxe,5.0,Married,2.0,0,3,1,1.0,Manager,22347.0,15.935839274141284,25.0
2109,202109,0,Self Enquiry,1,Large Business,Female,2,3.0,Basic,5.0,Married,3.0,0,4,0,0.0,Executive,18580.0,6.0,33.08590047393365
2110,202110,0,Company Invited,1,Salaried,Male,2,4.0,Basic,3.0,Married,1.0,0,3,0,1.0,Executive,18162.0,10.0,24.0
2111,202111,0,Company Invited,3,Salaried,Male,2,3.0,Deluxe,4.0,Married,2.0,0,3,1,1.0,Manager,21524.0,11.0,32.0
2112,202112,0,Self Enquiry,3,Small Business,Male,3,4.0,Basic,4.0,Married,1.0,0,4,0,2.0,Executive,17899.0,15.0,38.0
2113,202113,0,Self Enquiry,1,Salaried,Female,3,1.0,Deluxe,3.0,Married,3.0,1,5,1,0.0,Manager,20231.0,9.0,42.0
2114,202114,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,4.0,1,3,0,0.0,Executive,17356.0,17.0,31.0
2115,202115,1,Self Enquiry,3,Small Business,Female,2,4.0,Basic,3.0,Married,7.0,1,1,1,1.0,Executive,17800.0,6.0,29.0
2116,202116,0,Self Enquiry,3,Small Business,Male,3,3.0,Super Deluxe,3.0,Married,6.0,0,3,1,0.0,AVP,26836.0,14.0,53.0
2117,202117,0,Self Enquiry,1,Large Business,Male,3,4.0,Standard,4.0,Married,4.0,0,3,1,1.0,Senior Manager,25903.0,31.0,35.0
2118,202118,0,Company Invited,3,Small Business,Female,2,3.0,Basic,3.0,Married,6.0,0,1,1,0.0,Executive,17973.0,27.0,37.0
2119,202119,0,Self Enquiry,1,Salaried,Female,3,3.0,Super Deluxe,3.0,Single,7.0,0,5,1,1.0,AVP,29275.0,29.0,53.0
2120,202120,0,Company Invited,1,Salaried,Female,2,3.0,Deluxe,3.0,Married,5.0,0,1,1,1.0,Manager,20562.0,6.0,43.0
2121,202121,0,Self Enquiry,3,Small Business,Female,2,3.0,Deluxe,3.0,Married,1.0,1,1,1,1.0,Manager,19537.0,15.935839274141284,47.0
2122,202122,0,Company Invited,3,Small Business,Male,2,3.0,Standard,4.0,Unmarried,2.0,1,5,0,0.0,Senior Manager,22642.0,25.0,37.0
2123,202123,0,Company Invited,1,Salaried,Male,3,3.0,Super Deluxe,5.0,Married,2.0,0,5,1,1.0,AVP,32924.0,8.0,50.0
2124,202124,0,Self Enquiry,2,Salaried,Female,2,4.0,Deluxe,3.0,Married,1.0,0,3,1,0.0,Manager,20204.0,8.0,39.0
2125,202125,0,Self Enquiry,2,Salaried,Male,2,3.0,Basic,4.0,Married,4.0,1,5,0,1.0,Executive,17277.0,9.0,33.0
2126,202126,1,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,2.0,1,5,0,0.0,Executive,17795.0,31.0,32.0
2127,202127,0,Self Enquiry,1,Small Business,Female,3,4.0,Basic,3.0,Married,7.0,0,5,1,1.0,Executive,17532.0,13.0,29.0
2128,202128,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,5.0,Married,2.0,1,3,1,0.0,Executive,17559.0,15.0,44.0
2129,202129,0,Self Enquiry,3,Small Business,Male,3,0.0,Deluxe,3.0,Single,2.0,0,3,0,1.0,Manager,19908.0,11.0,28.0
2130,202130,1,Company Invited,1,Salaried,Male,2,4.0,Basic,3.0,Married,1.0,1,1,1,0.0,Executive,17380.0,8.0,58.0
2131,202131,0,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,4.0,Married,5.0,0,3,1,0.0,Manager,19765.0,15.935839274141284,43.0
2132,202132,1,Self Enquiry,3,Small Business,Female,2,4.0,Basic,3.0,Single,2.0,0,4,1,0.0,Executive,17044.0,8.0,20.0
2133,202133,1,Self Enquiry,1,Salaried,Female,3,3.0,Basic,3.0,Single,2.0,0,3,1,2.0,Executive,17693.0,24.0,21.0
2134,202134,0,Self Enquiry,1,Salaried,Male,3,3.0,Deluxe,3.0,Married,1.0,1,5,1,0.0,Manager,21586.0,20.0,36.0
2135,202135,0,Self Enquiry,3,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,1,1,0,0.0,Executive,18294.0,8.0,47.0
2136,202136,1,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,3.0,Married,1.0,1,5,1,1.0,Manager,22347.0,9.0,37.43459657701712
2137,202137,1,Self Enquiry,1,Salaried,Female,2,5.0,Basic,3.0,Married,5.0,1,3,0,1.0,Executive,17778.0,8.0,41.0
2138,202138,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,3.0,Married,6.0,0,3,0,0.0,Executive,17377.0,15.0,28.0
2139,202139,1,Self Enquiry,1,Small Business,Male,3,3.0,Basic,5.0,Married,1.0,1,1,1,1.0,Executive,17404.0,12.0,39.0
2140,202140,0,Self Enquiry,1,Salaried,Female,3,3.0,Basic,3.0,Single,2.0,0,1,0,0.0,Executive,17318.0,10.0,27.0
2141,202141,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,4.0,Married,2.0,0,1,1,1.0,Executive,17008.0,16.0,34.0
2142,202142,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,3.0,Single,1.0,0,3,1,0.0,Manager,21244.0,20.0,42.0
2143,202143,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,5.0,Single,4.0,1,4,1,1.0,Executive,17799.0,6.0,33.0
2144,202144,0,Self Enquiry,1,Large Business,Female,2,4.0,Standard,4.0,Married,3.0,1,5,1,1.0,Senior Manager,25552.0,11.0,58.0
2145,202145,0,Self Enquiry,3,Salaried,Male,2,4.0,Basic,3.0,Married,4.0,0,4,1,1.0,Executive,17329.0,13.0,31.0
2146,202146,0,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,3.0,Married,2.0,1,3,0,0.0,Manager,22347.0,27.0,37.43459657701712
2147,202147,0,Self Enquiry,1,Salaried,Female,2,3.0,Standard,4.0,Married,5.0,0,4,0,1.0,Senior Manager,22403.0,14.0,49.0
2148,202148,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Married,5.0,0,1,1,0.0,Executive,17259.0,26.0,48.0
2149,202149,0,Company Invited,3,Small Business,Female,2,3.0,Deluxe,3.0,Married,2.0,0,1,1,1.0,Manager,21932.0,26.0,31.0
2150,202150,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Single,3.0,0,3,1,2.0,Executive,19678.0,15.194834362717575,36.0
2151,202151,0,Self Enquiry,1,Large Business,Female,3,3.0,Standard,5.0,Married,2.0,0,4,1,1.0,Senior Manager,28582.0,6.0,38.0
2152,202152,0,Company Invited,1,Salaried,Female,3,4.0,Basic,4.0,Married,7.0,0,3,0,2.0,Executive,17332.0,6.0,32.0
2153,202153,1,Self Enquiry,3,Small Business,Male,2,4.0,Basic,4.0,Married,2.0,1,1,0,1.0,Executive,17413.0,25.0,25.0
2154,202154,0,Self Enquiry,3,Small Business,Male,3,4.0,Standard,4.0,Married,3.0,0,4,0,0.0,Senior Manager,24705.0,16.0,40.0
2155,202155,0,Company Invited,3,Small Business,Male,2,4.0,Deluxe,5.0,Single,2.0,0,3,0,0.0,Manager,22347.0,15.935839274141284,26.0
2156,202156,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,5.0,Single,3.0,1,4,1,1.0,Executive,19721.0,15.194834362717575,41.0
2157,202157,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Single,5.0,0,5,1,1.0,Executive,17519.0,8.0,36.0
2158,202158,1,Self Enquiry,3,Salaried,Male,2,4.0,Basic,4.0,Single,2.0,1,1,1,1.0,Executive,17121.0,27.0,19.0
2159,202159,1,Self Enquiry,1,Large Business,Male,2,3.0,Basic,5.0,Single,2.0,0,3,1,0.0,Executive,17973.0,10.0,20.0
2160,202160,0,Self Enquiry,1,Small Business,Female,2,3.0,Deluxe,3.0,Married,1.0,1,4,1,0.0,Manager,20855.0,18.0,31.0
2161,202161,0,Company Invited,1,Small Business,Male,2,3.0,Basic,4.0,Married,1.0,1,4,0,0.0,Executive,18617.0,15.0,33.08590047393365
2162,202162,0,Self Enquiry,1,Small Business,Female,3,3.0,Deluxe,5.0,Married,2.0,0,1,1,0.0,Manager,21725.0,9.0,32.0
2163,202163,1,Self Enquiry,3,Salaried,Male,2,4.0,Standard,3.0,Married,2.0,1,1,1,0.0,Senior Manager,25325.0,9.0,36.0
2164,202164,0,Self Enquiry,1,Salaried,Female,2,4.0,Deluxe,3.0,Unmarried,1.0,0,4,1,1.0,Manager,21949.0,6.0,33.0
2165,202165,1,Self Enquiry,3,Salaried,Male,2,4.0,Standard,3.0,Married,6.0,0,1,1,1.0,Senior Manager,25609.0,6.0,37.0
2166,202166,0,Company Invited,1,Salaried,Male,2,3.0,Deluxe,4.0,Married,2.0,0,4,1,0.0,Manager,22347.0,15.935839274141284,45.0
2167,202167,0,Company Invited,3,Large Business,Female,2,3.0,Basic,3.0,Married,2.0,0,3,0,1.0,Executive,17157.0,26.0,29.0
2168,202168,0,Self Enquiry,3,Small Business,Female,2,3.0,Deluxe,3.0,Married,2.0,0,4,1,1.0,Manager,19601.0,15.935839274141284,35.0
2169,202169,0,Self Enquiry,1,Salaried,Male,3,3.0,Super Deluxe,3.0,Married,3.0,0,1,1,2.0,AVP,32099.0,6.0,52.0
2170,202170,1,Self Enquiry,1,Large Business,Male,2,3.0,Basic,3.0,Single,5.0,0,1,0,0.0,Executive,17479.0,8.0,58.0
2171,202171,0,Self Enquiry,3,Small Business,Male,2,3.0,Super Deluxe,3.0,Married,7.0,0,3,1,0.0,AVP,29852.0,8.0,53.0
2172,202172,0,Self Enquiry,3,Salaried,Male,3,3.0,Standard,3.0,Married,6.0,0,3,1,0.0,Senior Manager,22264.0,14.0,30.0
2173,202173,0,Company Invited,3,Large Business,Female,2,3.0,Deluxe,3.0,Single,2.0,1,3,1,0.0,Manager,20666.0,16.0,38.0
2174,202174,0,Self Enquiry,3,Salaried,Male,3,3.0,Standard,3.0,Married,7.0,0,5,0,2.0,Senior Manager,22823.0,9.0,35.0
2175,202175,0,Self Enquiry,3,Salaried,Male,2,1.0,Standard,3.0,Unmarried,1.0,0,1,0,0.0,Senior Manager,22880.0,8.0,39.0
2176,202176,1,Company Invited,3,Salaried,Fe Male,3,1.0,Super Deluxe,4.0,Unmarried,5.0,1,3,1,0.0,AVP,28194.0,30.0,40.0
2177,202177,0,Company Invited,1,Small Business,Male,3,1.0,Deluxe,3.0,Married,2.0,1,1,1,0.0,Manager,20067.0,22.0,47.0
2178,202178,0,Company Invited,3,Large Business,Male,2,3.0,Deluxe,3.0,Married,5.0,0,3,1,1.0,Manager,20079.0,14.0,36.0
2179,202179,1,Company Invited,1,Small Business,Male,2,4.0,Basic,5.0,Single,1.0,1,3,0,1.0,Executive,17321.0,15.0,31.0
2180,202180,0,Company Invited,3,Salaried,Male,2,3.0,Super Deluxe,3.0,Single,2.0,0,3,1,0.0,AVP,32444.0,23.0,33.0
2181,202181,1,Self Enquiry,1,Salaried,Female,3,4.0,Basic,5.0,Single,7.0,1,5,1,0.0,Executive,17404.0,16.0,29.0
2182,202182,0,Self Enquiry,1,Salaried,Female,2,3.0,Basic,3.0,Single,4.0,0,3,1,0.0,Executive,18452.0,19.0,33.08590047393365
2183,202183,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,3.0,Married,4.0,0,5,1,0.0,Executive,17270.0,6.0,45.0
2184,202184,0,Self Enquiry,1,Small Business,Male,3,3.0,Super Deluxe,3.0,Married,1.0,0,5,0,2.0,AVP,32399.0,6.0,50.0
2185,202185,0,Company Invited,1,Salaried,Female,2,1.0,Deluxe,4.0,Married,2.0,1,3,1,0.0,Manager,20488.0,6.0,33.0
2186,202186,0,Company Invited,1,Small Business,Male,3,3.0,King,3.0,Married,3.0,0,4,0,2.0,VP,34419.0,15.0,41.0
2187,202187,0,Self Enquiry,1,Large Business,Female,2,3.0,Basic,4.0,Married,1.0,0,1,1,0.0,Executive,17811.0,22.0,27.0
2188,202188,0,Company Invited,1,Salaried,Male,2,3.0,Deluxe,5.0,Married,2.0,1,1,1,0.0,Manager,18633.0,29.0,37.43459657701712
2189,202189,0,Self Enquiry,3,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,1,3,1,1.0,Manager,22347.0,10.0,37.43459657701712
2190,202190,1,Self Enquiry,1,Salaried,Female,2,3.0,Basic,3.0,Married,5.0,1,1,0,0.0,Executive,17132.0,28.0,30.0
2191,202191,0,Self Enquiry,1,Salaried,Male,3,3.0,Super Deluxe,3.0,Married,4.0,1,4,1,2.0,AVP,28973.0,30.0,50.0
2192,202192,0,Company Invited,1,Small Business,Male,3,3.0,Basic,3.0,Married,1.0,0,5,0,0.0,Executive,17684.0,16.0,38.0
2193,202193,0,Self Enquiry,1,Small Business,Male,3,3.0,Standard,3.0,Married,7.0,0,1,1,1.0,Senior Manager,25845.0,13.0,46.0
2195,202195,1,Self Enquiry,1,Salaried,Male,2,4.0,Basic,4.0,Married,2.0,1,5,1,1.0,Executive,22347.0,20.0,33.08590047393365
2196,202196,0,Company Invited,1,Salaried,Female,3,3.0,Deluxe,5.0,Married,2.0,0,5,1,0.0,Manager,22347.0,6.0,37.43459657701712
2197,202197,0,Company Invited,1,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,0,1,0,1.0,Executive,16051.0,11.0,18.0
2198,202198,0,Self Enquiry,1,Large Business,Female,2,3.0,Standard,3.0,Married,1.0,0,5,0,0.0,Senior Manager,25739.0,23.0,54.0
2199,202199,0,Self Enquiry,1,Small Business,Female,2,3.0,Standard,3.0,Married,2.0,1,3,0,1.0,Senior Manager,25388.0,31.0,35.0
2200,202200,0,Self Enquiry,1,Salaried,Female,3,1.0,Standard,5.0,Married,1.0,1,1,0,2.0,Senior Manager,26416.0,14.0,30.0
2201,202201,1,Self Enquiry,1,Small Business,Female,3,4.0,Basic,5.0,Single,2.0,1,3,1,2.0,Executive,17600.0,17.0,20.0
2202,202202,1,Company Invited,1,Small Business,Female,2,3.0,Basic,4.0,Single,1.0,0,3,0,0.0,Executive,17422.0,11.0,30.0
2203,202203,0,Self Enquiry,1,Small Business,Male,2,1.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,20472.0,8.0,26.0
2204,202204,0,Self Enquiry,1,Salaried,Male,3,5.0,Basic,5.0,Married,2.0,0,1,0,1.0,Executive,17451.0,14.0,22.0
2205,202205,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,3.0,Single,3.0,0,1,0,2.0,Manager,22347.0,15.935839274141284,48.0
2206,202206,0,Self Enquiry,1,Salaried,Male,3,4.0,Standard,3.0,Unmarried,1.0,0,5,1,0.0,Senior Manager,25999.0,10.0,48.0
2207,202207,0,Self Enquiry,1,Small Business,Female,2,0.0,Deluxe,3.0,Single,7.0,0,3,1,1.0,Manager,20003.0,13.0,41.0
2208,202208,0,Self Enquiry,1,Salaried,Female,3,4.0,Super Deluxe,3.0,Married,2.0,0,3,1,0.0,AVP,27742.0,6.0,39.0
2209,202209,0,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,3.0,Married,1.0,0,5,1,0.0,Manager,22347.0,8.0,27.0
2210,202210,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,5,0,0.0,Executive,22347.0,16.0,33.08590047393365
2211,202211,0,Self Enquiry,3,Small Business,Male,2,3.0,King,3.0,Married,7.0,0,4,0,1.0,VP,33303.0,11.0,42.0
2212,202212,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,5.0,0,5,1,2.0,Executive,17380.0,15.0,50.0
2213,202213,0,Self Enquiry,1,Salaried,Female,3,4.0,Super Deluxe,3.0,Single,4.0,1,5,1,0.0,AVP,28726.0,8.0,59.0
2214,202214,1,Self Enquiry,1,Small Business,Female,3,5.0,Deluxe,4.0,Married,6.0,0,4,1,0.0,Manager,19777.0,15.935839274141284,37.0
2215,202215,0,Company Invited,1,Small Business,Male,3,3.0,Deluxe,4.0,Married,4.0,1,5,1,1.0,Manager,21385.0,24.0,55.0
2216,202216,0,Company Invited,1,Salaried,Female,2,5.0,King,3.0,Married,2.0,0,4,1,0.0,VP,34973.0,13.0,41.0
2217,202217,0,Self Enquiry,3,Salaried,Male,2,3.0,Deluxe,3.0,Unmarried,1.0,1,3,1,0.0,Manager,21861.0,9.0,38.0
2218,202218,1,Company Invited,3,Small Business,Male,3,0.0,Deluxe,5.0,Single,1.0,0,3,1,1.0,Manager,19969.0,35.0,26.0
2219,202219,1,Self Enquiry,3,Small Business,Female,2,5.0,King,3.0,Married,2.0,0,3,1,0.0,VP,34845.0,8.0,52.0
2220,202220,0,Self Enquiry,3,Small Business,Female,2,1.0,Super Deluxe,3.0,Married,4.0,1,1,1,0.0,AVP,28320.0,34.0,44.0
2221,202221,0,Company Invited,3,Salaried,Female,3,3.0,Deluxe,3.0,Married,1.0,0,1,0,1.0,Manager,21347.0,6.0,50.0
2222,202222,1,Self Enquiry,1,Salaried,Female,2,1.0,Basic,5.0,Single,2.0,0,1,1,0.0,Executive,17743.0,22.0,36.0
2223,202223,0,Company Invited,1,Small Business,Fe Male,2,3.0,Standard,5.0,Unmarried,2.0,1,5,1,1.0,Senior Manager,25880.0,28.0,39.0
2224,202224,0,Company Invited,3,Salaried,Female,2,4.0,Basic,3.0,Single,1.0,0,1,0,1.0,Executive,17342.0,14.0,33.0
2225,202225,0,Self Enquiry,3,Salaried,Female,2,3.0,Super Deluxe,3.0,Married,4.0,0,4,0,1.0,AVP,32650.0,17.0,45.0
2226,202226,0,Company Invited,1,Small Business,Female,3,3.0,Basic,3.0,Single,1.0,0,3,1,2.0,Executive,22347.0,35.0,33.08590047393365
2227,202227,0,Self Enquiry,3,Small Business,Male,3,1.0,Deluxe,3.0,Married,1.0,0,5,0,1.0,Manager,24725.0,6.0,34.0
2228,202228,0,Self Enquiry,3,Large Business,Male,3,3.0,Standard,3.0,Married,4.0,1,1,1,0.0,Senior Manager,26904.0,6.0,59.0
2229,202229,0,Self Enquiry,2,Small Business,Male,2,3.0,Basic,4.0,Single,2.0,0,4,0,1.0,Executive,17177.0,30.0,45.0
2230,202230,0,Company Invited,3,Small Business,Female,2,4.0,Standard,4.0,Married,3.0,0,1,1,0.0,Senior Manager,22525.0,8.0,53.0
2231,202231,1,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,1.0,0,4,0,1.0,Manager,19834.0,15.935839274141284,36.0
2232,202232,1,Company Invited,1,Salaried,Male,2,3.0,Basic,5.0,Married,7.0,1,5,0,0.0,Executive,17042.0,8.0,26.0
2233,202233,0,Self Enquiry,3,Salaried,Female,2,3.0,Basic,3.0,Married,2.0,1,1,0,1.0,Executive,17220.0,16.0,34.0
2234,202234,0,Self Enquiry,3,Small Business,Male,3,3.0,Basic,4.0,Married,2.0,0,5,0,2.0,Executive,16052.0,16.0,28.0
2235,202235,0,Company Invited,1,Salaried,Male,2,3.0,Basic,3.0,Married,4.0,0,3,1,0.0,Executive,17821.0,9.0,38.0
2236,202236,0,Self Enquiry,1,Small Business,Male,3,3.0,King,3.0,Married,3.0,1,1,1,2.0,VP,34237.0,8.0,50.0
2237,202237,0,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,4.0,Single,4.0,0,4,1,0.0,Manager,22347.0,9.0,37.43459657701712
2238,202238,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,5.0,Married,2.0,0,1,1,2.0,Manager,23396.0,32.0,40.0
2239,202239,0,Company Invited,1,Small Business,Female,3,4.0,Basic,3.0,Married,2.0,0,1,0,0.0,Executive,17007.0,6.0,26.0
2240,202240,0,Self Enquiry,1,Small Business,Male,2,3.0,King,3.0,Married,1.0,0,5,1,0.0,VP,34627.0,6.0,46.0
2241,202241,0,Self Enquiry,3,Salaried,Female,2,4.0,Standard,3.0,Married,7.0,0,5,1,1.0,Senior Manager,25686.0,8.0,54.0
2242,202242,0,Company Invited,1,Small Business,Female,3,3.0,Basic,3.0,Married,3.0,0,1,1,0.0,Executive,17942.0,15.0,56.0
2243,202243,0,Self Enquiry,1,Small Business,Fe Male,2,4.0,Standard,3.0,Unmarried,1.0,0,1,1,0.0,Senior Manager,23858.0,18.0,36.0
2244,202244,0,Company Invited,1,Small Business,Male,2,4.0,Super Deluxe,5.0,Single,1.0,0,3,1,1.0,AVP,31756.0,8.0,55.0
2245,202245,0,Self Enquiry,3,Small Business,Male,3,4.0,Standard,3.0,Married,6.0,0,4,1,1.0,Senior Manager,25798.0,31.0,43.0
2246,202246,1,Company Invited,3,Small Business,Female,2,3.0,Basic,3.0,Single,2.0,1,4,1,0.0,Executive,17323.0,15.0,20.0
2247,202247,1,Self Enquiry,1,Salaried,Female,2,4.0,Basic,5.0,Single,2.0,0,3,0,1.0,Executive,16416.0,16.0,21.0
2248,202248,0,Self Enquiry,1,Salaried,Female,3,4.0,Deluxe,5.0,Married,1.0,1,1,1,2.0,Manager,19615.0,15.935839274141284,46.0
2249,202249,1,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,1,1,0,0.0,Executive,17461.0,10.0,51.0
2250,202250,1,Company Invited,1,Large Business,Male,3,4.0,Standard,5.0,Unmarried,2.0,0,1,1,1.0,Senior Manager,23722.0,30.0,28.0
2251,202251,0,Self Enquiry,1,Small Business,Male,2,4.0,Basic,5.0,Married,2.0,0,3,1,1.0,Executive,22347.0,6.0,33.08590047393365
2252,202252,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,5.0,Married,1.0,0,4,0,1.0,Manager,24957.0,26.0,30.0
2253,202253,0,Self Enquiry,1,Large Business,Female,2,1.0,Basic,3.0,Married,2.0,0,3,0,0.0,Executive,18376.0,13.0,33.08590047393365
2254,202254,0,Self Enquiry,1,Salaried,Female,3,4.0,Standard,3.0,Married,1.0,0,1,1,2.0,Senior Manager,23823.0,23.0,38.0
2255,202255,0,Self Enquiry,1,Large Business,Male,3,3.0,Standard,3.0,Married,5.0,0,3,1,1.0,Senior Manager,25322.0,26.0,40.0
2256,202256,0,Company Invited,1,Salaried,Male,2,5.0,Basic,3.0,Married,2.0,0,1,1,1.0,Executive,19621.0,15.194834362717575,27.0
2257,202257,0,Company Invited,1,Salaried,Male,3,3.0,Standard,4.0,Married,4.0,0,1,0,1.0,Senior Manager,25976.0,8.0,55.0
2258,202258,0,Self Enquiry,1,Salaried,Female,2,3.0,Deluxe,3.0,Single,4.0,0,4,0,1.0,Manager,18660.0,16.0,37.43459657701712
2259,202259,1,Self Enquiry,2,Small Business,Male,3,4.0,Standard,5.0,Married,1.0,0,4,1,0.0,Senior Manager,25482.0,6.0,44.0
2260,202260,0,Self Enquiry,1,Salaried,Male,2,4.0,Standard,3.0,Married,5.0,0,3,1,1.0,Senior Manager,22119.0,11.0,33.0
2261,202261,1,Self Enquiry,3,Large Business,Male,2,3.0,Standard,5.0,Unmarried,1.0,1,4,1,1.0,Senior Manager,24582.0,10.0,35.0
2262,202262,1,Company Invited,1,Small Business,Female,2,4.0,Deluxe,3.0,Single,2.0,0,5,1,0.0,Manager,19508.0,15.935839274141284,33.0
2263,202263,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,4,0,0.0,Executive,17207.0,21.0,28.0
2264,202264,0,Company Invited,1,Salaried,Male,2,3.0,Deluxe,3.0,Unmarried,1.0,0,1,1,0.0,Manager,22756.0,9.0,34.0
2265,202265,0,Self Enquiry,3,Salaried,Female,2,4.0,Deluxe,3.0,Married,3.0,1,4,1,1.0,Manager,21694.0,16.0,37.0
2266,202266,1,Self Enquiry,1,Large Business,Male,2,3.0,Basic,3.0,Married,2.0,1,3,1,1.0,Executive,18691.0,10.0,33.08590047393365
2267,202267,1,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Married,2.0,0,5,1,0.0,Executive,17377.0,27.0,26.0
2268,202268,1,Self Enquiry,1,Small Business,Male,2,4.0,Basic,4.0,Single,5.0,1,4,1,0.0,Executive,17313.0,31.0,33.0
2269,202269,0,Self Enquiry,1,Small Business,Male,2,3.0,Super Deluxe,5.0,Married,1.0,0,3,1,0.0,AVP,32665.0,8.0,42.0
